OBJECTID,Incident_Num,Shooting_Date,District,Shooting_Type_V2,Victim_Gender,Victim_Race,Victim_Ethnicity_NIBRS,Multi_Victim,IsPrimaryIncident,HOUR_OF_DAY,DAY_OF_WEEK,YEAR,QUARTER,MONTH,NEIGHBORHOOD
2056,I152075954,2015/09/13 02:27:00+00,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,7,2015,3,9,Roslindale
2057,I152077031,2015/09/16 16:12:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,12,4,2015,3,9,Mission Hill
2058,152078475,2015/09/21 04:14:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,2,2015,3,9,Jamaica Plain
2059,I152078988,2015/09/22 20:33:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,16,3,2015,3,9,Fenway
2060,I152079378,2015/09/24 00:40:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,4,2015,3,9,Dorchester
2061,I152079776,2015/09/25 05:44:00+00,E18,Non-Fatal,Male,White,Not Hispanic or Latinx,0,1,1,6,2015,3,9,Hyde Park
2062,I152080107,2015/09/26 05:10:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,7,2015,3,9,Dorchester
2063,I152080693,2015/09/28 08:59:00+00,C11,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,4,2,2015,3,9,Dorchester
2064,I152080898,2015/09/29 00:36:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,2,2015,3,9,Roxbury
2065,I152081264,2015/09/30 08:05:00+00,E18,Fatal,Male,White,Not Hispanic or Latinx,0,1,4,4,2015,3,9,Hyde Park
2069,I152081498,2015/10/01 02:12:00+00,A7,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,4,2015,3,9,East Boston
3255,I152061366,2015/07/25 03:54:47+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,6,2015,3,7,Roxbury
3263,I152042735-00,2015/05/25 03:27:49+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,1,2015,2,5,Mission Hill
3264,I152043021-00,2015/05/26 03:04:35+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,2,2015,2,5,Dorchester
3759,232064328,2023/08/13 00:51:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,7,2023,3,8,Dorchester
3808, 232068420,2023/08/26 11:43:00+00,B3,Non-Fatal,Female,Unknown,Unknown,1,0,7,7,2023,3,8,Dorchester
3914,222055218,2022/07/23 15:11:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,11,7,2022,3,7,Fenway
3915,222056542,2022/07/27 23:24:00+00,B3,Fatal,Male,Black or African American,Unknown,0,1,19,4,2022,3,7,Dorchester
3916,222057800,2022/08/01 02:31:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,22,1,2022,3,7,Roxbury
3917,222057800,2022/08/01 02:31:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,22,1,2022,3,7,Roxbury
3918,222057534 ,2022/07/31 03:49:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,23,7,2022,3,7,Dorchester
3919,222057534 ,2022/07/31 03:49:00+00,C11,Non-Fatal,Male,Unknown,Unknown,1,0,23,7,2022,3,7,Dorchester
3920,222057534,2022/07/31 03:49:00+00,C11,Non-Fatal,Female,Unknown,Unknown,1,0,23,7,2022,3,7,Dorchester
3921,222057902,2022/08/01 16:06:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,12,2,2022,3,8,Dorchester
3922,222059311,2022/08/06 06:04:00+00,A7,Non-Fatal,Male,Unknown,Hispanic or Latinx,0,1,2,7,2022,3,8,East Boston
3923,222060964,2022/08/12 00:36:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,5,2022,3,8,Mattapan
3924,222061630,2022/08/14 02:00:00+00,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,7,2022,3,8,South End
3925,222061665,2022/08/14 05:13:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,1,2022,3,8,Dorchester
3926,222061649,2022/08/14 03:51:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,0,1,23,7,2022,3,8,Roxbury
3927,222061920,2022/08/15 04:46:00+00,B3,Non-Fatal,Female,White,Hispanic or Latinx,0,1,0,2,2022,3,8,Dorchester
3928,222062857,2022/08/18 08:12:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,4,5,2022,3,8,Roxbury
3929,222062857,2022/08/18 08:12:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,4,5,2022,3,8,Roxbury
3930,222064023,2022/08/22 09:50:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,5,2,2022,3,8,Dorchester
3931,222063940,2022/08/22 00:45:00+00,B3,Non-Fatal,Male,Black or African American,Unknown,0,1,20,1,2022,3,8,Dorchester
3932,222063657,2022/08/20 23:55:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,7,2022,3,8,Dorchester
3933,222063508,2022/08/20 07:57:00+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,0,1,3,7,2022,3,8,Dorchester
3934,222065496,2022/08/27 04:10:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,7,2022,3,8,South Boston
3935,222065538,2022/08/27 10:45:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,6,7,2022,3,8,Dorchester
3936,222065670,2022/08/27 19:10:00+00,E13,Non-Fatal,Male,White,Hispanic or Latinx,0,1,15,7,2022,3,8,Jamaica Plain
3937,222065701,2022/08/28 21:41:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,1,2022,3,8,Dorchester
3938,222065647,2022/08/27 17:52:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,13,7,2022,3,8,Dorchester
3939,222067867,2022/09/04 06:59:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,2,1,2022,3,9,Dorchester
3940,222067867,2022/09/04 06:59:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,2,1,2022,3,9,Dorchester
3941,222067822,2022/09/04 05:31:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,1,2022,3,9,Dorchester
3942,222065751,2022/08/27 12:15:00+00,B2,Non-Fatal,Male,Black or African American,,0,1,8,7,2022,3,8,Roxbury
3943,222067132,2022/09/01 20:00:00+00,B2,Non-Fatal,Female,Black or African American,Unknown,0,1,16,5,2022,3,9,Roxbury
3944,222066832,2022/08/31 21:06:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,4,2022,3,8,Dorchester
3945,222066903,2022/09/01 00:21:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,4,2022,3,8,Roxbury
3946,222066891,2022/08/31 23:58:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,4,2022,3,8,Mattapan
3947,222067867,2022/09/04 18:59:00+00,C11,Non-Fatal,Male,Black or African American,,0,0,14,1,2022,3,9,Dorchester
3948,222070795,2022/09/14 17:56:00+00,B3,Non-Fatal,Male,,,0,1,13,4,2022,3,9,Mattapan
3949,222071566,2022/09/17 03:50:00+00,C11,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,1,23,6,2022,3,9,Dorchester
3950,222071566,2022/09/17 03:50:00+00,C11,Non-Fatal,Male,Black or African American,,1,0,23,6,2022,3,9,Dorchester
3951,222073318,2022/09/23 03:59:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,23,5,2022,3,9,Roxbury
3952,222075243,2022/09/29 22:23:00+00,D4,Fatal,Male,Black or African American,Hispanic or Latinx,0,1,18,5,2022,3,9,Roxbury
3953,222076138,2022/10/03 05:49:00+00,D4,Non-Fatal,Female,Black or African American,Unknown,0,1,1,2,2022,4,10,South End
3954,222076415,2022/10/04 04:40:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,0,3,2022,4,10,Dorchester
3955,222076457,2022/10/04 13:35:00+00,B2,Non-Fatal,Male,Unknown,Unknown,0,1,9,3,2022,4,10,Dorchester
3956,222076415,2022/10/04 04:40:00+00,C11,Non-Fatal,,,,1,0,0,3,2022,4,10,Dorchester
3957,222077997,2022/10/10 03:03:27+00,E18,Non-Fatal,Male,Black or African American,,0,1,23,1,2022,4,10,Roslindale
3958,222078041,2022/10/10 10:30:09+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,6,2,2022,4,10,Jamaica Plain
3959,222078096,2022/10/10 16:18:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,12,2,2022,4,10,Roxbury
3960,222078096,2022/10/10 16:18:13+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,1,0,12,2,2022,4,10,Roxbury
3961,222079992,2022/10/17 04:23:00+00,E18,Non-Fatal,Male,White,Unknown,0,1,0,2,2022,4,10,Hyde Park
3962,222079944,2022/10/17 00:55:00+00,C11,Fatal,Female,Black or African American,Not Hispanic or Latinx,1,1,20,1,2022,4,10,Dorchester
3963,222079944,2022/10/17 00:55:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,20,1,2022,4,10,Dorchester
3964,222079944,2022/10/17 00:55:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,20,1,2022,4,10,Dorchester
3965,222080826,2022/10/19 23:08:00+00,B2,Non-Fatal,Male,Black or African American,Unknown,0,1,19,4,2022,4,10,Roxbury
3966,222081761,2022/10/23 08:47:00+00,E18,Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,4,1,2022,4,10,Mattapan
3967,222081486,2022/10/22 05:03:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,7,2022,4,10,Dorchester
3968,222081494,2022/10/22 07:49:00+00,E18,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,3,7,2022,4,10,Hyde Park
3969,222081951,2022/10/24 02:29:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,1,2022,4,10,Dorchester
3970,222082764,2022/10/26 23:18:00+00,C11,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,4,2022,4,10,Dorchester
3971,222083762,2022/10/30 09:50:00+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,1,1,5,1,2022,4,10,Dorchester
3972,222083762,2022/10/30 09:50:00+00,C11,Non-Fatal,Male,White,,1,0,5,1,2022,4,10,Dorchester
3973,222083762,2022/10/30 09:50:00+00,C11,Non-Fatal,Female,White,Hispanic or Latinx,1,0,5,1,2022,4,10,Dorchester
3974,222083698,2022/10/30 02:28:00+00,B3,Non-Fatal,Male,,,0,1,22,7,2022,4,10,Dorchester
3975,222086084,2022/11/07 02:46:00+00,E18,Non-Fatal,Male,Black or African American,Unknown,1,1,21,1,2022,4,11,Hyde Park
3976,222086084,2022/11/07 02:46:00+00,E18,Non-Fatal,Male,White,Hispanic or Latinx,1,0,21,1,2022,4,11,Hyde Park
3977,222086084,2022/11/07 02:46:00+00,E18,Non-Fatal,Male,Black or African American,Unknown,1,0,21,1,2022,4,11,Hyde Park
3978,222086068,2022/11/07 02:10:00+00,B3,Fatal,Male,White,Hispanic or Latinx,1,1,21,1,2022,4,11,Mattapan
3979,222086068,2022/11/07 02:10:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,21,1,2022,4,11,Mattapan
3980,222086087,2022/11/07 02:40:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,1,2022,4,11,Dorchester
3981,222085581,2022/11/05 02:42:00+00,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,6,2022,4,11,South End
3982,222086858,2022/11/09 18:13:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,13,4,2022,4,11,Dorchester
3983,222089342,2022/11/18 01:14:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,5,2022,4,11,Dorchester
3984,222089861,2022/11/19 23:46:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,18,7,2022,4,11,Hyde Park
3985,222090006,2022/11/20 16:45:00+00,A15,Non-Fatal,Male,White,Hispanic or Latinx,0,1,11,1,2022,4,11,Charlestown
3986,222091500,2022/11/26 22:25:00+00,B3,Non-Fatal,Male,Black or African American,,0,1,17,7,2022,4,11,Mattapan
3987,222091783,2022/11/28 03:25:50+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,1,2022,4,11,Dorchester
3988,222093239,2022/12/03 01:21:00+00,E18,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,20,6,2022,4,12,Hyde Park
3989,222093950,2022/12/05 20:08:00+00,B3,Non-Fatal,Male,Black or African American,Unknown,1,1,15,2,2022,4,12,Dorchester
3990,222093950,2022/12/05 20:08:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,15,2,2022,4,12,Dorchester
3991,222095762,2022/12/12 00:30:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,19,1,2022,4,12,Dorchester
3992,222095607,2022/12/11 07:26:00+00,D14,Non-Fatal,Male,Black or African American,Unknown,0,1,2,1,2022,4,12,Allston
3993,222095594,2022/12/11 07:04:00+00,E13,Non-Fatal,Female,Black or African American,Hispanic or Latinx,0,1,2,1,2022,4,12,Jamaica Plain
3994,222095490,2022/12/10 22:26:00+00,E13,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,7,2022,4,12,Jamaica Plain
3995,222096629,2022/12/15 04:20:00+00,B2,Fatal,Male,Black or African American,Hispanic or Latinx,0,1,23,4,2022,4,12,Roxbury
3996,222096772,2022/12/15 18:26:00+00,E13,Non-Fatal,Female,,,0,1,13,5,2022,4,12,Jamaica Plain
3997,222099235,2022/12/24 04:01:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,6,2022,4,12,Dorchester
3998,232000070,2023/01/01 10:55:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,5,1,2023,1,1,Mattapan
3999,232000070,2023/01/01 10:55:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,5,1,2023,1,1,Mattapan
4000,232001294,2023/01/05 23:45:00+00,E5,Non-Fatal,Male,White,Hispanic or Latinx,0,1,18,5,2023,1,1,Roslindale
4001,232002635,2023/01/11 06:38:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,1,1,1,4,2023,1,1,Roxbury
4002,232002635,2023/01/11 06:38:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,1,0,1,4,2023,1,1,Roxbury
4003,232003889,2023/01/15 22:13:00+00,C6,Non-Fatal,Female,Black or African American,Hispanic or Latinx,0,1,17,1,2023,1,1,South Boston
4004,232003698,2023/01/15 00:36:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,19,7,2023,1,1,Dorchester
4005,232005321,2023/01/21 02:19:00+00,C11,Non-Fatal,Male,Unknown,Unknown,0,1,21,6,2023,1,1,Dorchester
4006,232005170,2023/01/20 17:22:00+00,E18,Non-Fatal,Male,White,Hispanic or Latinx,0,1,12,6,2023,1,1,Roslindale
4007,232006821,2023/01/26 22:41:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,5,2023,1,1,Dorchester
4008,232007964,2023/01/26 22:41:00+00,C11,Non-Fatal,Male,White,Unknown,0,1,17,5,2023,1,1,Dorchester
4009,232007576,2023/01/29 16:32:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,11,1,2023,1,1,Mattapan
4010,232007204,2023/01/28 07:06:00+00,C6,Non-Fatal,Male,Black or African American,Hispanic or Latinx,0,1,2,7,2023,1,1,Dorchester
4011,232007948,2023/01/30 22:00:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,17,2,2023,1,1,Mission Hill
4012,232009167,2023/02/04 04:54:00+00,A7,Non-Fatal,Male,White,Hispanic or Latinx,0,1,23,6,2023,1,2,East Boston
4013,232011907,2023/02/14 01:08:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,20,2,2023,1,2,Roxbury
4014,232011907,2023/02/14 01:08:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,20,2,2023,1,2,Roxbury
4015,232012721,2023/02/16 23:13:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,0,1,18,5,2023,1,2,Roxbury
4016,232013356,2023/02/19 02:43:00+00,B3,Fatal,Female,Black or African American,Unknown,0,1,21,7,2023,1,2,Dorchester
4017,232013379,2023/02/20 04:34:00+00,D4,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,23,1,2023,1,2,Roxbury
4018,232013379,2023/02/20 04:34:00+00,D4,Non-Fatal,Male,Black or African American,Hispanic or Latinx,1,0,23,1,2023,1,2,Roxbury
4019,232013202,2023/02/18 15:52:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,10,7,2023,1,2,Dorchester
4020,232014078,2023/02/22 00:36:33+00,C11,Fatal,Male,Unknown,Unknown,1,1,19,3,2023,1,2,Dorchester
4021,232014078,2023/02/22 00:36:59+00,C11,Non-Fatal,Male,,,1,0,19,3,2023,1,2,Dorchester
4022,232017019,2023/03/04 20:31:00+00,B2,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,15,7,2023,1,3,Roxbury
4023,232016844,2023/03/04 02:49:00+00,C6,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,6,2023,1,3,South Boston
4024,232017322,2023/03/06 04:39:00+00,E13,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,1,2023,1,3,Jamaica Plain
4063,232052739,2023/07/05 04:00:00+00,B2,Non-Fatal,Male,Black or African American,Unknown,0,1,0,4,2023,3,7,Roxbury
4137,202036660,2020/05/28 03:55:00+00,B3,Non-Fatal,Male,White,Hispanic or Latinx,1,0,23,4,2020,2,5,Dorchester
4138,202036660,2020/05/28 03:55:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,23,4,2020,2,5,Dorchester
4139,202036660,2020/05/28 03:55:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,1,0,23,4,2020,2,5,Dorchester
4140,202036660,2020/05/28 03:55:00+00,B3,Non-Fatal,Male,Black or African American,Hispanic or Latinx,1,0,23,4,2020,2,5,Dorchester
4141,202036664,2020/05/28 04:35:00+00,C6,Non-Fatal,Male,White,Hispanic or Latinx,0,1,0,5,2020,2,5,South Boston
4142,202037769,2020/06/01 01:10:00+00,D4,Non-Fatal,Male,Unknown,Unknown,0,1,21,1,2020,2,5,Roxbury
4143,202037278,2020/05/30 06:09:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,0,1,2,7,2020,2,5,Dorchester
4144,202038121,2020/06/02 01:08:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,2,2020,2,6,Mattapan
4145,202038028,2020/06/01 19:28:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,15,2,2020,2,6,Dorchester
4146,202038422,2020/06/03 01:05:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,3,2020,2,6,Dorchester
4147,202038427,2020/06/03 01:30:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,3,2020,2,6,South End
4148,202038748,2020/06/04 06:29:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,2,5,2020,2,6,Dorchester
4149,202038748,2020/06/04 06:29:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,2,5,2020,2,6,Dorchester
4150,202038707,2020/06/04 02:11:00+00,B3,Non-Fatal,Female,Unknown,Unknown,0,1,22,4,2020,2,6,Dorchester
4151,202039519,2020/06/07 03:31:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,23,7,2020,2,6,Dorchester
4152,202039300,2020/06/06 03:16:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,1,23,6,2020,2,6,Roxbury
4153,202039300,2020/06/06 03:16:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,23,6,2020,2,6,Roxbury
4154,202039300,2020/06/06 03:16:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,23,6,2020,2,6,Roxbury
4155,202039289,2020/06/06 02:30:00+00,C11,Non-Fatal,Male,White,Hispanic or Latinx,0,1,22,6,2020,2,6,Dorchester
4156,202039907,2020/06/08 19:40:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,15,2,2020,2,6,Roxbury
4157,202040314,2020/06/10 03:59:00+00,D4,Non-Fatal,Male,Unknown,Unknown,0,1,23,3,2020,2,6,South End
4158,202040541,2020/06/11 02:03:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,1,22,4,2020,2,6,Dorchester
4159,202040541,2020/06/11 02:03:00+00,B3,Non-Fatal,Female,Black or African American,Not Hispanic or Latinx,1,0,22,4,2020,2,6,Dorchester
4160,202041368,2020/06/13 19:58:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,15,7,2020,2,6,Dorchester
4161,202041454,2020/06/14 02:33:00+00,D4,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,7,2020,2,6,Roxbury
4162,202041438,2020/06/14 01:59:00+00,C11,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,7,2020,2,6,Dorchester
4163,202041325,2020/06/13 17:54:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,13,7,2020,2,6,Mattapan
4164,202041211,2020/06/13 05:54:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,7,2020,2,6,Roxbury
4165,202041944,2020/06/16 02:02:00+00,E5,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,22,2,2020,2,6,Roslindale
4166,202042670,2020/06/18 19:17:00+00,B2,Non-Fatal,Male,White,Hispanic or Latinx,0,1,15,5,2020,2,6,Roxbury
4167,202042673,2020/06/18 19:07:00+00,D4,Non-Fatal,Male,White,Not Hispanic or Latinx,0,1,15,5,2020,2,6,Roxbury
4168,202043039,2020/06/20 02:39:00+00,A7,Non-Fatal,Male,Unknown,Unknown,0,1,22,6,2020,2,6,East Boston
4169,202043886,2020/06/23 06:33:00+00,A7,Non-Fatal,Male,White,Hispanic or Latinx,0,1,2,3,2020,2,6,East Boston
4170,202043876,2020/06/23 05:51:00+00,B3,Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,1,3,2020,2,6,Dorchester
4171,202044494,2020/06/25 02:53:00+00,A7,Non-Fatal,Male,Black or African American,Hispanic or Latinx,1,1,22,4,2020,2,6,East Boston
4172,202044494,2020/06/24 14:53:00+00,A7,Non-Fatal,Male,Black or African American,Hispanic or Latinx,1,0,10,4,2020,2,6,East Boston
4173,202045473,2020/06/28 20:09:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,16,1,2020,2,6,Roxbury
4174,202044982,2020/06/26 21:45:00+00,E18,Non-Fatal,Male,Unknown,Unknown,0,1,17,6,2020,2,6,Roslindale
4175,202045752,2020/06/29 22:35:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,18,2,2020,2,6,Roxbury
4176,202045639,2020/06/29 16:09:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,12,2,2020,2,6,Dorchester
4177,202046020,2020/06/30 23:30:00+00,B2,Fatal,Male,Black or African American,Hispanic or Latinx,1,1,19,3,2020,2,6,Roxbury
4178,202046020,2020/06/30 23:30:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,1,0,19,3,2020,2,6,Roxbury
4179,202046020,2020/06/30 23:30:00+00,B2,Non-Fatal,Male,Black or African American,Hispanic or Latinx,1,0,19,3,2020,2,6,Roxbury
4180,202046079,2020/07/01 04:23:00+00,B2,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,0,4,2020,3,7,Roxbury
4181,202046053,2020/07/01 01:32:00+00,B3,Non-Fatal,Male,Black or African American,Not Hispanic or Latinx,0,1,21,3,2020,2,6,Dorchester
